name,date,message
ripley,2025-06-30,"intenral untar respects -p, wording tweaks"
smeyer,2025-06-30,avoid spurious test error on slow system
ripley,2025-06-30,tweaks
maechler,2025-06-27,"re-enable match(<Date>, <char>) (wrt 88356)"
hornik,2025-06-26,Tweaks for c84001.
kalibera,2025-06-26,Disable mouse wheel scrolling on windows without a scrollbar on Windows (PR#18461).
hornik,2025-06-25,Updated.
hornik,2025-06-25,Tweaks for c88356.
maechler,2025-06-25,new mtfrm.Date() for speed
hornik,2025-06-25,Improve URLs.
hornik,2025-06-25,Spelling.
hornik,2025-06-25,Tweaks for c88261.
ripley,2025-06-24,uncomment for now
hornik,2025-06-24,Updated.
kalibera,2025-06-24,Avoid possible string truncation (and a compiler warning about it).
kalibera,2025-06-24,Report error when writing a long string fails on Windows due to allocation problem (PR#18878).
pd,2025-06-23,maintainer-mode changes
ripley,2025-06-23,"updates and clarifications, including to which extracted paths have been altered"
ripley,2025-06-23,allow for malformed tarballs (like those in tests)
ripley,2025-06-23,tweak
ripley,2025-06-23,make tarball naming for R CMD check less restrictive
hornik,2025-06-23,Fixes and improvements.  By Duncan Murdoch.
ripley,2025-06-22,allow .tar and .tar.zstd tarballs in R CMD check
ripley,2025-06-22,update
ripley,2025-06-22,clarifications
hornik,2025-06-22,Spelling.
hornik,2025-06-22,Improve URLs.
hornik,2025-06-22,Use new R manuals DOI in R citation.
hornik,2025-06-22,Give Authors@R instead of Author and Maintainer.
kalibera,2025-06-20,"Improve path filtering, with thanks to Ivan Krylov."
ripley,2025-06-20,add caveat
maechler,2025-06-19,"cosmetic: ""proper"" function"
ripley,2025-06-19,"updates, mention -P"
ripley,2025-06-19,add bsdtar to commands checked for TAR
kalibera,2025-06-19,"Improved handling of links, including directory symlinks on Windows."
hornik,2025-06-17,Updated.
kalibera,2025-06-16,Improve error handling.
hornik,2025-06-16,Tweaks for c88290.
hornik,2025-06-16,Spelling.
hornik,2025-06-16,Updated.
hornik,2025-06-16,Tweaks for checking internal Rd files.
hornik,2025-06-16,Allow optionally keeping internal pages in HTML index.
hornik,2025-06-16,Tweaks.
murrell,2025-06-16,add variable font support to quartz()
murrell,2025-06-15,add acknowledgement
ripley,2025-06-14,start '4.5.1 patched' section
ripley,2025-06-14,tweaks
kalibera,2025-06-13,Improve naming of caches of available packages (PR#18892).
maechler,2025-06-13,"attr<-(., ""tsp"")`s C code uses ""ts.eps"" option instead of hardwired 1e-5; ts() using that"
ripley,2025-06-13,tcltk doc updates
murrell,2025-06-12,fix for PR 7084;  thanks to Heather Turner and Ella Kaye
kalibera,2025-06-11,Document 88296.
hornik,2025-06-11,s/sapply/vapply.
hornik,2025-06-11,s/sapply/vapply.
hornik,2025-06-11,Tweaks for c80832.
hornik,2025-06-11,More examples.
murrell,2025-06-10,final s/sapply/vapply changes for grid (thanks to Kurt for doing most of them!)
kalibera,2025-06-10,Add path component filtering.
kalibera,2025-06-10,Fix path length checks (thanks to Ivan Krylov).
murrell,2025-06-10,add variable font support to glyph rendering
ripley,2025-06-09,enhance tcltk:tclVersion()
hornik,2025-06-09,s/sapply/vapply.
hornik,2025-06-09,s/sapply/vapply.
hornik,2025-06-09,"Drop mirror.honeybet.de, cran.biotools.fr, mirrors.psu.ac.th and cran.gedik.edu.tr."
ripley,2025-06-08,a patch level can indicate an alpha or beta version
hornik,2025-06-08,Improve URLs.
hornik,2025-06-08,Spelling.
hornik,2025-06-08,Tweak for c88283.
hornik,2025-06-08,s/sapply/vapply.
maechler,2025-06-06,"t.test(<Inf>,..) no longer errors unnecessarily"
ripley,2025-06-06,more on tclVersion
maechler,2025-06-05,browser() nesting level from if() etc: fixing PR#18885 differently than PR#15770
maechler,2025-06-05,[.table no longer loses other classes
hornik,2025-06-04,Fix PR#18907.
hornik,2025-06-04,Document c88273.
smeyer,2025-06-04,tweak Rdconv --help and fix -o -
hornik,2025-06-04,Typo.
hornik,2025-06-04,"Typos (PR#18906, by Eric Lindblad)."
hornik,2025-06-04,"Have read.dcf() recognize comment lines (PR#18903, by Dirk Eddelbuettel and Laurent Gatto)."
hornik,2025-06-04,Tweaks for c88262.
ripley,2025-06-04,expanded explanations
maechler,2025-06-04,"resolve PR#18902, typos in /stats/, incl in some msgs"
maechler,2025-06-04,resolve PR#18905: typos in {tools}
maechler,2025-06-04,fix PR#18904 (typos in /methods/)
maechler,2025-06-03,sync R-patched <--> R-devel
hornik,2025-06-03,Spelling.
hornik,2025-06-03,Tweaks.  By Michael Chirico.
hornik,2025-06-03,Drop ACM license.
ripley,2025-06-03,prepare for macOS 26
pd,2025-06-02,fixup section header in NEWS
kalibera,2025-06-02,Fix typos in comments (18900).
smeyer,2025-05-30,fix example for non-default rdocdir
kalibera,2025-05-29,Fix typos (PR#18894).
pd,2025-05-28,add [.Pair method
maechler,2025-05-27,asBool() logic (of unused code)
maechler,2025-05-27,"pbeta() -> bratio() no longer overflows for pbeta(., <large>, <large>)"
maechler,2025-05-27,correct msg for r88238: prettyNum()
smeyer,2025-05-27,avoid spurious message about skipped .packageName
smeyer,2025-05-27,comment unused code
hornik,2025-05-27,Tweaks for c88237.
smeyer,2025-05-27,markup
smeyer,2025-05-27,remove obsolete note
hornik,2025-05-27,Document c88237.
hornik,2025-05-27,Updated.
hornik,2025-05-27,Tweaks for c88237.
maechler,2025-05-26,"prettyNum(*, zero.print = {>=1-char}, replace.zero) bug fix"
hornik,2025-05-26,Have analyze_license() compute SPDX license identifiers. With Thierry Onkelinx and Lluis Revilla.
hornik,2025-05-26,Add SPDX identifiers.  By Thierry Onkelinx and Lluis Revilla.
hornik,2025-05-26,Updated.
smeyer,2025-05-26,tweak r88232
smeyer,2025-05-23,experiment with alternative Rd2txt() conversions of \describe lists
smeyer,2025-05-23,fix vignette links in doc/index.html for packages not in .Library
smeyer,2025-05-23,fix CSS path in static <pkg>/doc/index.html and improve navigation
smeyer,2025-05-23,bail out if base Rd doesn't parse cleanly
smeyer,2025-05-23,stick to ASCII
smeyer,2025-05-23,fix PR#18343 also for static HTML (amends r82482)
smeyer,2025-05-23,cleanup redundant code after c83405
hornik,2025-05-22,Add @eapifun for functions in @eapihdr.
hornik,2025-05-22,Spelling.
hornik,2025-05-22,Tweaks.
ripley,2025-05-21,warn on data pointers of zero-length vectore
smeyer,2025-05-18,update reference outputs with r88215
smeyer,2025-05-18,correct misspelled row.names(LifeCycleSavings)
urbaneks,2025-05-17,macOS: add -headerpad_max_install_names to main_ldflags to work around Xcode 16.3 regression
ripley,2025-05-16,document changes for Tcl/Tk 9
maechler,2025-05-16,update/sync R-patched
maechler,2025-05-16,"tweak bd0(<large>,<small>) to prevent overflow in x/np, also fixing dbinom(*, prob=<subnormal_small>, log=TRUE)"
smeyer,2025-05-16,mention period
smeyer,2025-05-15,cleanup from c30404
hornik,2025-05-15,"Update wording of ?news about heading levels(PR#18891, by Michael Chirico)."
hornik,2025-05-15,"Typos (PR#18893, by Eric Lindblad)."
hornik,2025-05-15,Updated.
smeyer,2025-05-13,"fix typos, including from PR#18890"
smeyer,2025-05-13,do not fail regtest from unknown timezone
ripley,2025-05-11,mention how to find out if libdeflate is used
ripley,2025-05-11,repeat the warning on R API in threads in the R API chapter
maechler,2025-05-10,"YA tweak to bd0(<large>,<large>): prevent overflow in 2*x*v"
maechler,2025-05-10,"signif(1***e308, dig) no longer truncates wrongly"
ripley,2025-05-09,avoid -Wfloat-conversion warning (seen with snaitizers)
maechler,2025-05-08,"improve bd0(<large>,<large>) notably for dnbinom(), dbinom() preventing over- and underflow"
hornik,2025-05-04,Tweaks for c88179.
ripley,2025-05-03,GCC 15 report is -Warray-bounds=
ripley,2025-05-03,report -Warray-bounds (seen more often with GCC 15)
maechler,2025-05-02,typo
maechler,2025-05-02,"dbinom(*, size=Inf, ..) fixing also dnbinom(x, size, *) [normal case] with large x and size"
maechler,2025-05-01,"dnbinom(x, size, *) fix for (x < 1e-10*size) case with large x"
hornik,2025-04-29,Tweaks for c88179.
hornik,2025-04-26,Mark R_ext/Connections.h as @eapihdr.
hornik,2025-04-26,Tweaks for c88178.
hornik,2025-04-26,Allow dropping submission-only results from CRAN incoming check results.
maechler,2025-04-25,make \linkS4class[<pkg>]{<S4class>} valid - thanks to Ivan K
ripley,2025-04-24,update
hornik,2025-04-24,Updated.
maechler,2025-04-23,update for r88161
hornik,2025-04-22,Document data frame variable names as with prompt.data.frame().
maechler,2025-04-22,cosmetic
ripley,2025-04-22,dchdc_ has been removed
hornik,2025-04-22,Updated.
hornik,2025-04-21,Spelling.
hornik,2025-04-21,Move cran.irsn.fr to cran.asnr.fr.
maechler,2025-04-21,help.start(lib.loc = .); also `verbose`; options(html_lib.loc = *)
maechler,2025-04-21,factanal() - sortLoadings() rotm adjustment
maechler,2025-04-21,"doc for r88132: help() pdf rendering can turn off message via print(*, msg=FALSE)"
ripley,2025-04-21,prepare for the release of gcc-15 expected on Friday
maechler,2025-04-19,"doc update for r88066, terms.formula( specials )"
maechler,2025-04-19,less vertical space waste between \item s of \describe etc
ripley,2025-04-18,update
ripley,2025-04-18,omit -std=gnu23 for the upcoming gcc-15
urbaneks,2025-04-18,update NEWS
urbaneks,2025-04-17,javareconf: update VALID_JVM_VARIANTS from JDK 24u (PR#18884)
ripley,2025-04-17,put back r88124 now logistf is updated
ripley,2025-04-17,update details for Tcl/Tk
plummer,2025-04-17,Fix clang warnings due to 88149
plummer,2025-04-16,Fixes for Tcl v9
maechler,2025-04-16,StringFromLogical() w/o `warn`
hornik,2025-04-15,Updated.
hornik,2025-04-15,Spelling.
hornik,2025-04-15,Drop anorien.csc.warwick.ac.uk.
maechler,2025-04-15,fix thinko (has_figure) in 88132
ripley,2025-04-15,tweaks
ripley,2025-04-13,c88134 lacked protection
ripley,2025-04-11,remove duplication between manuals
ripley,2025-04-11,more some info on stansalone nmath from R-exts to R-admin
maechler,2025-04-11,speedup StringFromLogical(); by Suharto Anggono
maechler,2025-04-11,"add fast path to EncodeLogical(), thanking Suharto Anggono"
maechler,2025-04-11,internal latex-help utils: modularize + `msg` argument
maechler,2025-04-11,error msg: add `an ` for consistency
maechler,2025-04-10,revert comment from r86479
ripley,2025-04-10,workaround for building standalone nmath with recent compilers
ripley,2025-04-10,nmath/standalone documentation was moved long ago
ripley,2025-04-08,"dchdc_ is completely undocumented, so not API"
ripley,2025-04-08,revert r88124 until package logistf has mended its ways
ripley,2025-04-08,remove long-obsolete dchdc.f
ripley,2025-04-08,document some LINPACK routines as part of the API
maechler,2025-04-08,small fixes
hornik,2025-04-08,Improve wording (spotted by Lluis Revilla).
ripley,2025-04-08,mention LC_TIME may need to be set
ripley,2025-04-08,"update ""used by"" comments"
kalibera,2025-04-07,Use SANOPTS on Windows also when linking using C++.
ripley,2025-04-07,add some further details
hornik,2025-04-07,Tweaks.
hornik,2025-04-07,Tweaks.
hornik,2025-04-07,More @apivar.
smeyer,2025-04-06,respect --verbose when loading default packages
smeyer,2025-04-04,update translation template for c88098
smeyer,2025-04-04,fix format string errors from c88076
smeyer,2025-04-04,tweak r88109
smeyer,2025-04-04,avoid overlooking PO problems
smeyer,2025-04-04,resolve code duplication and warn about errors from checkPoFile()
smeyer,2025-04-04,spelling
ripley,2025-04-04,"doc updates, markup"
smeyer,2025-04-02,Sys.setLanguage() cleanup: back out experimental 'force=TRUE' for R 4.5.0
smeyer,2025-04-02,tweak musl remark
smeyer,2025-04-02,"Sys.setLanguage() cleanup: 'C.vs.en' was a kludge for str(), obsolete with r87080"
smeyer,2025-04-01,update (PR#18877)
hornik,2025-04-01,Use only the package itself and the base packages for Rd xrefs without package anchors when generating static HTML.
hornik,2025-04-01,Spelling.
hornik,2025-04-01,Updated.
kalibera,2025-04-01,Update Windows documentation for 4.5.
pd,2025-04-01,fix egregious Danish translation blunder
ripley,2025-04-01,tweaks: gcc-15 is still not near release
kalibera,2025-03-31,Fix regular expression in test for multi-byte characters in C locale (fixes installation tests on Windows).
maechler,2025-03-31,fix and sync
pd,2025-03-31,"remove warnings about LC_* (differently this time, 88010+88011 confused Alpine Linux)"
maechler,2025-03-31,"update: German transl from Detlef Steuer; general updates ""only"" R-<lang>.po and *.pot"
maechler,2025-03-31,"structure(NULL, <n> = v) is defunct now (also illegal for primitives)"
smeyer,2025-03-29,tune factor(<integer|logical>)
maechler,2025-03-29,"eliminate another  ""#ifdef <platform>"""
ripley,2025-03-29,Apple clang 17 has reached RC
maechler,2025-03-28,from 88060: `environment(<primitive) <- <not_NULL>` now deprecated + no-op
maechler,2025-03-28,"terms(<formula>, specials = ""<non-syntactic>"") now works"
ripley,2025-03-27,update
ripley,2025-03-27,mention FALSE
maechler,2025-03-26,move check to internal `installAttrib()` preventing e.g. also `attr<-` to mutate primitives via attributes
maechler,2025-03-26,"update for future Matrix where ""Cholesky"" is virtual"
maechler,2025-03-26,"amend r88019 & r87971 for when e.g., ..@generic is the group name"
ripley,2025-03-25,report some clang -Wmacro-redefined errors
ripley,2025-03-25,add R_INCLUDE_BOOLEAN_H=0
maechler,2025-03-25,M1 macs are less accurate  -> loosen tolerance
maechler,2025-03-25,"more bool (before addressing ""specials"")"
maechler,2025-03-24,"list(...)[c(<n1>, <n2>)] is never empty"
maechler,2025-03-24,"fix factanal() internal sortLoading() needs to adapt rot.matrix, too"
kalibera,2025-03-24,Do not use blas00 on Windows.
maechler,2025-03-24,str(<eternalptr>) now uses format()
maechler,2025-03-24,re-indent (after 88032)
hornik,2025-03-24,Tweaks.
hornik,2025-03-23,Avoid check WARNINGs for missing Rd links if these give NOTEs when checking Rd cross-references.
ripley,2025-03-23,update to 2025b
ripley,2025-03-22,document r88031 in NEWS
maechler,2025-03-22,typo
maechler,2025-03-22,show( selectMethod(..) ) now prints group generic if it differs
maechler,2025-03-22,setting attributes on primitives is an error now
ripley,2025-03-22,report -Wkeyword-macro
kalibera,2025-03-21,Fix parsing of dump of import tables with recent binutils on Windows. Include symbols from static libraries to symbols.rds for package checks (enable 87984 on Windows).
ripley,2025-03-21,report -Wenum-conversion
hornik,2025-03-21,Add entry for c87984.
hornik,2025-03-21,Spelling.
hornik,2025-03-21,Updated.
hornik,2025-03-21,Spelling.
maechler,2025-03-21,"amending r87971 for simple as(.,.)"
maechler,2025-03-21,model.frame() gives more informative error when not finding a variable
ripley,2025-03-21,add comments about assumptions made
ripley,2025-03-20,tweaks
smeyer,2025-03-20,--as-cran enables _R_CHECK_PACKAGES_USED_IN_DEMO_
smeyer,2025-03-20,mention (donttest-alike) demos at more places
ripley,2025-03-20,"add parentheses, const"
pd,2025-03-20,"avoid message about defaulting LC_* to ""C"" in some cases"
ripley,2025-03-20,tweaks (some people use GNU gettext on Alpine Linux)
ripley,2025-03-19,add comments on choosing translation catalogues
smeyer,2025-03-19,"update stoplist, esp. download/interactive functions"
ripley,2025-03-19,tweaks
maechler,2025-03-19,"isSymmetric(<matrix>) gains optional `trans` = ""C"""
maechler,2025-03-19,allow codes 1:3 in l3.10 example
kalibera,2025-03-18,Minor documentation updates re Rtools45.
kalibera,2025-03-18,"NEWS updates (building on Windows, Rtools45)."
kalibera,2025-03-18,Use Rtools45 instead of Rtools44 in installer build on Windows.
smeyer,2025-03-18,"remove obsolete xfig comments, amending r87956"
maechler,2025-03-18,chkNlm() prints details (for when it fails)
